,H20.33.020,H20.33.044,H21.33.003,H21.33.004,H21.33.005,H21.33.009,H21.33.023,H21.33.044
SEC11C,5.568238980136375,5.628231217742236,5.397096920306383,5.54177054789656,5.906458235396882,5.481882905988905,5.720341387122509,5.934510085148383
SEC13,4.821723680217091,5.293848149005159,5.0615590654766764,5.33984754079979,4.939565651548791,4.479235456511718,5.366037372033997,4.688341622538625
SEC14L1,6.343662208013258,6.32772798743625,6.564797517536602,6.404640122968349,6.334503921333542,6.332663204101072,6.306292526851615,6.290390758035574
SEC14L2,5.325943845515503,5.584833278776844,5.370432575387494,5.681614495369734,5.409226691311404,4.941458000408963,5.835496545746157,5.934510085148383
SEC14L5,7.690242324869371,7.710648207089673,7.822000887065504,8.031487040646734,7.567905120498515,7.741484145066188,7.777166628939043,7.483020184449934
SEC16A,5.389860862063216,5.768234423372529,5.528415152323701,5.81679475462736,5.373458391836862,5.354305874754396,5.570682280652141,4.909643091502606
SEC22A,6.358235530982181,6.448374344066257,6.277585037889502,6.504291811877147,6.117588083298626,6.092649534523167,6.323132128528332,5.860605670660467
SEC22B,5.829721964850227,5.634743768719094,5.853802381949064,5.647830455813908,5.817101213830011,5.648559931283277,5.76347052487047,6.239195039693962
SEC22C,5.985642578512737,6.265793916066582,6.1097151068412865,6.136884888568938,5.906458235396882,5.601103700990385,6.273689306797018,5.934510085148383
SEC23A,6.18058980342694,6.244854411801084,6.268453103475309,6.274464845090695,6.064283847627834,5.978625582567116,6.302511568694983,6.5900145590989725
SEC23B,5.463302507523621,5.70068093435003,5.5587167223286995,5.709690699751912,5.530410722957991,5.302442766532898,5.542732676338764,5.244005927729526
SEC23IP,5.814263697478437,6.158339922740369,5.902588191551292,6.226096678068642,5.7610336587072375,5.825937081970895,6.106446312683783,5.780800394572063
SEC24A,5.564246288728465,5.70673971544623,5.634147504260596,5.8454010418232905,5.590802119903103,5.36590172889178,5.616850170672761,5.860605670660467
SEC24B,6.722499926706194,6.720068117143783,6.75886535530694,6.8372031655175105,6.6998943898222425,6.6235496302219286,6.691446423204304,6.820255291228738
SEC24C,5.341060685333114,5.634743768719094,5.379399921423708,5.453377914569449,5.361245557646511,5.171374569212734,5.513979374803094,5.376877219177556
SEC31A,6.93250205415594,6.796045969051907,6.8113919486406465,6.831208106704585,6.722196681960165,6.665279585770641,6.6798253981683136,6.6613787585939335
SEC31B,5.498094984975705,5.666685120135746,5.742260687715096,5.573993612783465,5.530410722957991,5.396182293486113,5.471413795151978,5.780800394572063
SEC61A1,5.184371215704723,5.298401882454087,5.305303253680242,5.165135495917206,5.409226691311404,5.047278969893283,5.169082392824982,5.090734705542857
SEC61A2,5.88347299011957,6.3064017341835825,6.1922305227399175,6.320601072360343,6.058181880766751,5.713059336079507,6.1018270155946555,6.185236225086974
SEC61B,5.098931534019385,5.28927358417117,5.042986466340409,5.010611077442545,5.029099514417773,4.7038403079343025,5.127025837928631,4.004354295922115
SEC62,6.653593017647505,6.878890870119871,6.730374468624527,6.753882383443415,6.846476441495094,6.437992142509559,6.940199463666158,7.300811132492064
SEC63,6.602509244644249,6.817160760493346,6.545514047913734,6.8571751848681055,6.62637660598111,6.683967525818819,6.678525797222094,6.6613787585939335
SECISBP2,6.6137776367859615,7.166315588203085,6.572949371937441,7.106708168575745,6.683654049761686,6.536857655172939,6.809947092640188,6.790435401539733
SECISBP2L,7.983878361403047,8.190864700809872,7.920585267926655,8.259577723792042,8.184935172284511,7.966967323620797,8.087354260364224,8.290265981267895
SEH1L,4.637648633307565,4.992533987613184,4.978461660397857,5.305881069241134,4.939565651548791,5.063009485556336,5.220679500923974,5.090734705542857
SEL1L,6.733743608837196,6.606401746522289,6.585053892941482,6.486414217769116,6.677083337360041,6.728230725422455,6.656170183769368,6.820255291228738
SELENOF,6.18274749729171,6.650848146582484,6.347785238434777,6.405790955471569,6.357453119980039,5.786349120464295,6.259949243014263,6.290390758035574
SELENOH,4.8132818163392175,5.242338734486323,5.017673933453387,4.822177455527989,4.799003757947385,4.450855647959246,4.900758802925488,5.090734705542857
SELENOI,5.88347299011957,6.438252806154625,6.23486992056739,6.193923203702217,6.045865096062431,5.922962442049337,6.209276461790749,5.860605670660467
SELENOK,4.910164543308773,5.426180508883881,4.755372967982735,4.664692562267413,5.172469597608769,4.862010463466665,5.023686234514167,5.244005927729526
SELENOM,5.207499254425061,5.631492794886324,4.244730185481482,4.9871287951632945,5.244049231655227,4.77570201368213,5.370857423257474,4.688341622538625
SELENOO,6.313862511711899,6.146736630201506,6.0007720724459785,5.902174832336068,6.267294357609032,5.9185495285359675,6.0148087097139245,6.239195039693962
SELENOP,8.053299191458771,7.774904217965706,7.590286959170557,7.5650668879579985,8.4030482075297,7.897612195576785,8.287737847139915,8.349285127211303
SELENOS,5.315737485928478,5.70068093435003,5.374926300033789,5.077920278799509,5.7610336587072375,4.754680478905966,5.639158658795556,5.376877219177556
SELENOT,5.923369099323341,6.482319034428362,6.290231247344272,6.237049146103001,6.111803778118588,5.604136615999675,6.188265832353386,6.239195039693962
SELENOW,7.138811948425133,7.732396070426032,7.226042236472042,6.944770070925484,7.628260634582297,7.058720099645325,7.144962903742041,7.5837709384076435
SEM1,7.948748376766497,6.529843563127872,7.145414448902321,6.684102448329517,7.703061196728838,7.656134710853622,7.2308883524634435,7.282474493579929
SEMA3B,7.160935693980072,7.706568401205835,7.537551535315512,7.527568508492784,7.40205084976636,6.7002908202729445,7.19817255758029,7.814995023665465
SEMA3C,6.660300329180759,5.942428566423871,6.768926556727922,7.053383645880485,6.89003471494748,6.361474671928492,6.800782879918415,6.47240326118969
SEMA4B,6.733743608837196,5.385375242344961,6.188262522771954,5.153132292302102,6.431761343291212,6.867622592440685,6.275636851949923,5.934510085148383
SEMA4C,5.389860862063216,6.219857592038731,5.630681691801583,5.791606424027755,5.769238355411633,5.636905332848321,5.792275550950048,6.003326506468523
SEMA4D,7.924119879921129,8.498305663254941,8.573732325619957,8.387589019864071,8.445549585722791,8.188329184291675,8.301431498873802,8.26287397782511
SEMA5A,7.158501532662856,6.260600002251368,6.4970738011681375,6.503248989621906,7.003254335895955,7.383667830611391,6.334203024791313,7.205568449514368
SEMA6A,8.289376323978807,8.385282917133946,8.482604267656253,8.271576572010316,8.251961594109993,8.067262132125583,8.419643064443413,8.175886047531352
SEMA6D,7.000410927661231,7.183016270822091,7.44918115077497,7.487439869996089,7.297821784704065,6.90953228522281,7.309319457864868,7.649987718317696
SEMA7A,5.360867435460535,5.4919426870222505,5.516811084171408,5.241673315004201,5.3855238705271065,4.947315697096826,5.458282611646686,5.376877219177556
